SA2_code_number,SA2_name,Area,Population_density_2024,SA2_code
316081549,Noosa Hinterland,820.1,31.70,316081549
317011445,Cambooya - Wyreema,227.5,38.40,317011445
317011446,Darling Heights,12.5,1284.20,317011446
317011447,Drayton - Harristown,16.3,700.40,317011447
317011448,Gatton,50,175.20,317011448
317011449,Gowrie (Qld),81,97.30,317011449
317011450,Highfields,149.3,109.40,317011450
317011451,Lockyer Valley - West,1480.2,8.70,317011451
317011452,Middle Ridge,8.7,935.50,317011452
317011453,Newtown (Qld),5.5,1921.20,317011453
317011454,North Toowoomba - Harlaxton,10.3,641.00,317011454
317011455,Rangeville,8.3,1072.30,317011455
317011456,Toowoomba - Central,9.5,1509.70,317011456
317011457,Toowoomba - East,19.4,556.90,317011457
317011458,Toowoomba - West,161.3,109.00,317011458
317011459,Wilsonton,18.9,772.70,317011459
318011460,Ayr,69.8,132.50,318011460
318011461,Burdekin,4878.6,1.60,318011461
318011462,Charters Towers,41.9,194.90,318011462
318011463,Dalrymple,68340.3,0.10,318011463
318011464,Ingham,41.6,108.30,318011464
318011465,Ingham Surrounds,2765.6,2.40,318011465
318011466,Palm Island,72,31.80,318011466
318021467,Aitkenvale,3.3,1474.20,318021467
318021468,Annandale (Qld),18.8,549.60,318021468
318021469,Belgian Gardens - Pallarenda,39.8,80.70,318021469
318021470,Bohle Plains,100.1,99.90,318021470
318021471,Condon - Rasmussen,46.2,246.10,318021471
318021472,Cranbrook,3.4,1809.10,318021472
318021474,Douglas,79,106.00,318021474
318021475,Garbutt - West End,17,387.30,318021475
318021476,Gulliver - Currajong - Vincent,4.9,1594.50,318021476
318021477,Heatley,2,1968.40,318021477
318021478,Hermit Park - Rosslea,3.9,1465.10,318021478
318021479,Hyde Park - Pimlico,3.2,1487.90,318021479
318021480,Kelso,170.4,65.80,318021480
318021481,Kirwan - East,3.5,2245.10,318021481
318021482,Kirwan - West,9.3,1628.00,318021482
318021483,Magnetic Island,51.2,51.60,318021483
318021484,Mount Louisa,31.6,343.60,318021484
318021485,Mundingburra,2.6,1361.30,318021485
318021486,Northern Beaches,1008.7,7.00,318021486
318021487,Oonoonba,8.7,867.20,318021487
318021488,South Townsville - Railway Estate,9.2,606.90,318021488
318021489,Townsville - South,2073.2,2.70,318021489
318021490,Townsville City - North Ward,6.8,1417.60,318021490
318021491,Wulguru - Roseneath,63.5,99.90,318021491
318021582,Burdell - Mount Low,44,492.90,318021582
318021583,Deeragun - Jensen,22,302.50,318021583
319011492,Ashfield - Kepnock,8.1,733.50,319011492
319011493,Bargara - Burnett Heads,144.6,146.90,319011493
319011494,Branyan - Kensington,50.4,116.10,319011494
319011495,Bundaberg,6.1,1070.60,319011495
319011496,Bundaberg East - Kalkie,13.8,435.70,319011496
319011497,Bundaberg North - Gooburrum,53.9,146.90,319011497
319011498,Bundaberg Surrounds - North,1273.7,7.70,319011498
319011499,Bundaberg Surrounds - South,2207.2,5.40,319011499
319011500,Millbank - Avoca,9.5,815.90,319011500
319011501,Svensson Heights - Norville,6.4,944.10,319011501
319011502,Walkervale - Avenell Heights,12.4,910.00,319011502
319021503,Gayndah - Mundubbera,8513.4,0.80,319021503
319021504,Gin Gin,2355.5,2.40,319021504
319021505,Kingaroy,70.2,156.80,319021505
319021506,Kingaroy Surrounds - North,4332.3,2.30,319021506
319021507,Kingaroy Surrounds - South,2370.7,1.90,319021507
319021508,Monto - Eidsvold,11156.5,0.30,319021508
319021509,Nanango,1648.7,6.50,319021509
319021510,North Burnett,289.5,0.00,319021510
319031511,Cooloola,1141.6,6.20,319031511
319031512,Gympie - North,42.7,360.60,319031512
319031513,Gympie - South,26.8,322.00,319031513
319031514,Gympie Surrounds,2544.7,8.80,319031514
319031515,Kilkivan,3219.5,1.20,319031515
319041516,Booral - River Heads,158.3,47.20,319041516
319041517,Craignish - Dundowran Beach,35.6,173.20,319041517
319041518,Pialba - Eli Waters,18.7,928.60,319041518
319041519,Point Vernon,4.8,1211.10,319041519
319041520,Torquay - Scarness - Kawungan,10.9,1500.00,319041520
319041521,Urangan - Wondunna,23.1,707.90,319041521
319051522,Burrum - Fraser,2759.1,4.20,319051522
319051523,Granville,49,64.90,319051523
319051524,Maryborough (Qld),84.3,228.50,319051524
319051525,Maryborough Surrounds - South,3823.2,2.80,319051525
401011001,Adelaide,10.5,2076.50,401011001
401011002,North Adelaide,5.1,1443.90,401011002
401021003,Adelaide Hills,364.4,19.70,401021003
401021004,Aldgate - Stirling,117.2,160.80,401021004
401021005,Hahndorf - Echunga,110.2,42.80,401021005
401021006,Lobethal - Woodside,202.5,48.60,401021006
401021007,Mount Barker,54.1,475.10,401021007
401021008,Mount Barker Surrounds,395.7,18.30,401021008
401021009,Nairne,24.9,229.20,401021009
401021010,Uraidla - Summertown,119.2,53.50,401021010
401031011,Burnside - Wattle Park,11.3,1773.10,401031011
401031012,Beaumont - Glen Osmond,9.5,1112.20,401031012
401031013,Toorak Gardens,6.7,2567.70,401031013
401041014,Athelstone,6.2,1591.90,401041014
401041015,Paradise - Newton,9.2,2465.40,401041015
401041016,Rostrevor - Magill,9.9,2593.90,401041016
401051017,Norwood (SA),3.9,3072.80,401051017
401051018,Payneham - Felixstow,5.2,2652.80,401051018
401051019,St Peters - Marden,6,2378.70,401051019
401061020,Nailsworth - Broadview,2.3,2834.90,401061020
401061021,Prospect,5.5,3057.90,401061021
401061022,Walkerville,3.5,2425.50,401061022
401071023,Goodwood - Millswood,7.2,2543.60,401071023
401071024,Unley - Parkside,7.1,3113.30,401071024
402011025,Gawler - North,145.5,69.80,402011025
402011026,Gawler - South,76.7,310.30,402011026
402011027,Lewiston - Two Wells,84.6,91.90,402011027
402021028,Craigmore - Blakeview,11.9,1780.90,402021028
402021029,Davoren Park,9.5,2115.80,402021029
402021030,Elizabeth,9.3,1237.60,402021030
402021031,Elizabeth East,8.2,1765.30,402021031
402021032,Munno Para West - Angle Vale,44.3,493.50,402021032
402021033,One Tree Hill,130.2,19.40,402021033
402021034,Smithfield - Elizabeth North,8,1611.20,402021034
402021035,Virginia - Waterloo Corner,135.6,55.30,402021035
402031036,Enfield - Blair Athol,15.2,1831.60,402031036
402031038,Windsor Gardens,8.4,2816.30,402031038
402031175,Northgate - Northfield,6.6,2983.10,402031175
402031176,Valley View - Gilles Plains,4.7,2318.80,402031176
402041039,Dry Creek - North,38.6,0.00,402041039
402041040,Ingle Farm,7.4,2175.50,402041040
402041041,Para Hills,10.2,1516.70,402041041
402041042,Parafield,4.6,3.90,402041042
402041043,Parafield Gardens,7,2648.90,402041043
402041044,Paralowie,8.3,2220.40,402041044
402041046,Salisbury,10.8,1765.30,402041046
402041047,Salisbury East,14.9,1284.90,402041047
402041048,Salisbury North,31.3,606.90,402041048
402041171,Mawson Lakes - Globe Derby Park,9.6,1553.00,402041171
402041172,Pooraka - Cavan,7.5,1117.60,402041172
402051049,Golden Grove,26.6,392.40,402051049
402051050,Greenwith,6,1537.80,402051050
402051051,Highbury - Dernancourt,12,970.90,402051051
402051052,Hope Valley - Modbury,10.3,1762.60,402051052
402051053,Modbury Heights,9.9,1996.50,402051053
402051054,Redwood Park,14.1,1191.50,402051054
402051055,St Agnes - Ridgehaven,12.3,1091.50,402051055
403011056,Brighton (SA),5.9,2658.40,403011056
403011057,Glenelg (SA),7.2,2986.50,403011057
403021058,Edwardstown,5.5,2756.30,403021058
403021059,Hallett Cove,9.3,1382.10,403021059
403021060,Marino - Seaview Downs,12.2,825.20,403021060
403021061,Mitchell Park,7.6,2352.90,403021061
403021062,Morphettville,6.2,2826.90,403021062
403021063,Sheidow Park - Trott Park,9.4,1111.20,403021063
403021064,Warradale,6,2925.30,403021064
403031065,Belair,24.8,197.90,403031065
403031066,Bellevue Heights,8.7,963.90,403031066
403031067,Blackwood,16.9,808.60,403031067
403031068,Colonel Light Gardens,6.8,2384.10,403031068
403031069,Mitcham (SA),11.4,1483.90,403031069
403031070,Panorama,5.7,1565.00,403031070
403041071,Aberfoyle Park,13.8,856.00,403041071
403041072,Aldinga,35.3,474.90,403041072
403041073,Christie Downs,8.6,1127.50,403041073
403041074,Christies Beach,7.2,1607.40,403041074
403041075,Clarendon,123.4,23.20,403041075
403041076,Coromandel Valley,4.4,1045.70,403041076
403041077,Flagstaff Hill,9.8,1146.90,403041077
403041078,Hackham - Onkaparinga Hills,23.6,309.30,403041078
403041079,Hackham West - Huntfield Heights,4.4,1850.00,403041079
403041080,Happy Valley,10.2,1418.00,403041080
403041081,Happy Valley Reservoir,6.5,0.00,403041081
403041082,Lonsdale,9.8,2.60,403041082
403041083,McLaren Vale,119.6,70.60,403041083
403041084,Morphett Vale - East,7.7,1842.80,403041084
403041085,Morphett Vale - West,5.1,2065.60,403041085
403041086,Reynella,7.7,1393.50,403041086
403041088,Willunga,85.2,44.00,403041088
403041089,Woodcroft,13.5,866.50,403041089
403041177,Seaford - Seaford Meadows,11.5,1320.60,403041177
403041178,Seaford Rise - Moana,12.1,939.30,403041178
404011090,Beverley,4.2,2294.80,404011090
404011091,Flinders Park,6.4,2779.80,404011091
404011092,Henley Beach,6,2780.40,404011092
404011093,Hindmarsh - Brompton,7.9,2566.70,404011093
404011094,Royal Park - Hendon - Albert Park,3.2,2094.60,404011094
404011095,Seaton - Grange,8.3,2211.80,404011095
404011096,West Lakes,8.6,1857.30,404011096
404011097,Woodville - Cheltenham,8.8,2314.10,404011097
404021098,Dry Creek - South,6.1,0.00,404021098
404021099,Largs Bay - Semaphore,6.7,2324.00,404021099
404021100,North Haven,14.8,1039.90,404021100
404021101,Port Adelaide,13,968.20,404021101
404021102,The Parks,18.3,1153.80,404021102
404021103,Torrens Island,8.8,0.60,404021103
404031104,Adelaide Airport,7.3,0.40,404031104
404031105,Fulham,1.3,2364.50,404031105
404031106,Lockleys,5.7,2492.10,404031106
404031107,Plympton,10.7,2647.60,404031107
404031108,Richmond (SA),8.9,2044.50,404031108
404031109,West Beach,4.5,1206.60,404031109
405011110,Barossa - Angaston,633.9,10.80,405011110
405011111,Light,1111.7,9.50,405011111
405011112,Lyndoch,175.8,39.50,405011112
405011113,Mallala,847.9,4.20,405011113
405011114,Nuriootpa,50.6,153.60,405011114
405011115,Tanunda,17.3,273.60,405011115
405021116,Clare,74.2,56.20,405021116
405021117,Gilbert Valley,1675.4,3.10,405021117
405021118,Goyder,6748.2,0.60,405021118
405021119,Wakefield - Barunga West,5231.2,1.90,405021119
405031120,Jamestown,3107,1.50,405031120
405031121,Peterborough - Mount Remarkable,9643.9,0.60,405031121
405031122,Port Pirie,75.3,188.30,405031122
405031123,Port Pirie Surrounds,1583.3,2.20,405031123
405041124,Kadina,394.1,14.50,405041124
405041125,Moonta,271.9,21.00,405041125
405041126,Wallaroo,146.5,33.30,405041126
405041127,Yorke Peninsula - North,3654.4,2.10,405041127
405041128,Yorke Peninsula - South,2273.8,1.90,405041128
406011129,Ceduna,413.3,6.90,406011129
406011130,Eyre Peninsula,7228.4,1.00,406011130
406011131,Kimba - Cleve - Franklin Harbour,15184.4,0.30,406011131
406011132,Le Hunte - Elliston,11387.2,0.20,406011132
406011133,Port Lincoln,136.3,125.10,406011133
406011134,West Coast (SA),31877.8,0.10,406011134
406011135,Western,168946,0.00,406011135
406011136,Whyalla,40.9,532.50,406011136
406011137,Whyalla - North,80.4,0.00,406011137
406021138,APY Lands,102359.2,0.00,406021138
406021139,Coober Pedy,77.7,19.60,406021139
406021140,Quorn - Lake Gilles,26107.3,0.10,406021140
406021141,Outback,513391.3,0.00,406021141
406021142,Port Augusta,253.9,55.60,406021142
406021143,Roxby Downs,288.4,14.20,406021143
407011144,Goolwa - Port Elliot,180.9,74.40,407011144
407011145,Kangaroo Island,4400.7,1.20,407011145
407011146,Strathalbyn,155.8,54.50,407011146
407011147,Strathalbyn Surrounds,1517.8,5.60,407011147
407011148,Victor Harbor,128.3,131.50,407011148
407011149,Yankalilla,980.1,7.00,407011149
407021150,Grant,1690.9,3.80,407021150
407021151,Kingston - Robe,4431.5,0.90,407021151
407021152,Millicent,177.4,30.50,407021152
407021154,Naracoorte,115.2,55.90,407021154
407021155,Naracoorte Surrounds,4404.5,0.60,407021155
407021156,Penola,1514.4,2.10,407021156
407021157,Tatiara,6527.2,1.10,407021157
407021158,Wattle Range,2281.9,1.60,407021158
407021173,Mount Gambier - East,66.8,232.00,407021173
407021174,Mount Gambier - West,126.5,119.90,407021174
407031159,Barmera,856.2,7.70,407031159
407031160,Berri,12.1,346.00,407031160
407031161,Karoonda - Lameroo,10548.6,0.30,407031161
407031162,Loxton,146.1,39.20,407031162
407031163,Loxton Surrounds,4790.3,0.40,407031163
407031164,Mannum,3287.9,2.10,407031164
407031165,Murray Bridge,97.5,202.10,407031165
407031166,Murray Bridge Surrounds,1924.5,2.00,407031166
407031167,Renmark,14.7,322.30,407031167
407031168,Renmark Surrounds,901.8,6.00,407031168
407031169,The Coorong,8645,0.60,407031169
407031170,Waikerie,5557.8,1.20,407031170
501011001,Augusta,2106.6,3.70,501011001
501011003,Busselton Surrounds,1227.1,11.10,501011003
501011004,Margaret River,134.4,86.90,501011004
501011293,Busselton - East,82,122.30,501011293
501011294,Busselton - West,114.3,185.90,501011294
501021005,Australind - Leschenault,67.3,315.50,501021005
501021007,Capel,507.1,11.70,501021007
501021008,College Grove - Carey Park,9.7,769.50,501021008
501021009,Collie,1709.8,5.50,501021009
501021010,Dardanup,517.1,7.00,501021010
501021011,Davenport,11.7,0.90,501021011
501021012,Eaton - Pelican Point,10,1334.00,501021012
501021014,Harvey,1660.6,6.20,501021014
501021015,East Bunbury - Glen Iris,23,340.10,501021015
501021016,Waroona,832.2,5.50,501021016
501021251,Dalyellup,16.3,655.90,501021251
501021252,Gelorup - Stratham,65.3,49.10,501021252
501021253,South Bunbury - Bunbury,11.3,1194.50,501021253
501021254,Withers - Usher,8.2,664.70,501021254
501031017,Bridgetown - Boyup Brook,4163.8,1.90,501031017
501031018,Donnybrook - Balingup,1559.9,4.20,501031018
501031019,Manjimup,323.8,17.40,501031019
501031020,Pemberton,9641.1,0.60,501031020
502011021,Dawesville - Bouvard,97.9,104.10,502011021
502011022,Falcon - Wannanup,9.6,1140.30,502011022
502011023,Greenfields,10,1082.70,502011023
502011024,Halls Head - Erskine,14.2,1550.20,502011024
502011025,Mandurah,8.4,1370.80,502011025
502011026,Mandurah - East,40.2,189.60,502011026
502011027,Mandurah - North,31.8,795.60,502011027
502011028,Mandurah - South,11.8,1066.40,502011028
502011029,Pinjarra,808.9,14.40,502011029
503011030,City Beach,9.8,742.20,503011030
503011031,Claremont (WA),3.9,2728.50,503011031
503011032,Cottesloe,3.8,2325.50,503011032
503011033,Floreat,4.4,2124.20,503011033
503011034,Mosman Park - Peppermint Grove,5.4,2227.70,503011034
503011035,Nedlands - Dalkeith - Crawley,9.7,2229.90,503011035
503011036,Swanbourne - Mount Claremont,11.7,897.40,503011036
503021037,Kings Park (WA),4.2,12.00,503021037
503021038,Mount Hawthorn - Leederville,3.9,3377.90,503021038
503021039,Mount Lawley - Inglewood,7.1,2637.30,503021039
503021040,North Perth,3.1,3488.20,503021040
503021042,Subiaco - Shenton Park,7.8,2558.20,503021042
503021043,Wembley - West Leederville - Glendalough,6.6,3266.50,503021043
503021295,East Perth,3.4,4163.80,503021295
503021296,Perth (North) - Highgate,3,4523.10,503021296
503021297,Perth (West) - Northbridge,4.6,3353.30,503021297
504011044,Bassendean - Eden Hill - Ashfield,10.3,1657.30,504011044
504011045,Bayswater - Embleton - Bedford,13.8,1936.10,504011045
504011046,Maylands,5,2984.30,504011046
504011047,Morley,10.6,2366.80,504011047
504011048,Noranda,4.9,1725.40,504011048
504021049,Chidlow,167.7,30.70,504021049
504021050,Glen Forrest - Darlington,56.7,135.80,504021050
504021051,Helena Valley - Koongamia,8.8,732.30,504021051
504021052,Malmalling - Reservoir,318.4,0.00,504021052
504021053,Mundaring,118.7,119.90,504021053
504021054,Swan View - Greenmount - Midvale,15.1,944.60,504021054
504031055,Avon Valley National Park,75,0.10,504031055
504031056,Ballajura,23.8,825.80,504031056
504031057,Beechboro,47.1,541.70,504031057
504031058,Bullsbrook,253.9,26.20,504031058
504031060,Gidgegannup,304.9,10.30,504031060
504031061,Hazelmere - Guildford,16.9,410.50,504031061
504031062,Lockridge - Kiara,14.6,986.70,504031062
504031063,Malaga,6.4,3.60,504031063
504031064,Melaleuca - Lexia,99.7,0.00,504031064
504031065,Middle Swan - Herne Hill,32.2,198.70,504031065
504031066,Midland - Guildford,11.7,1031.40,504031066
504031067,Stratton - Jane Brook,23.5,324.90,504031067
504031068,The Vines,67,225.90,504031068
504031069,Walyunga National Park,17.9,0.00,504031069
504031298,Aveley,6.7,2799.40,504031298
504031299,Brabham - Henley Brook,17.1,929.00,504031299
504031300,Ellenbrook,14,1520.60,504031300
505011070,Craigie - Beldon,7.1,1624.40,505011070
505011071,Currambine - Kinross,6,2479.00,505011071
505011072,Duncraig,7.6,2256.90,505011072
505011073,Greenwood - Warwick,8.6,1728.10,505011073
505011074,Heathridge - Connolly,6.6,1765.00,505011074
505011075,Hillarys,6.3,1902.10,505011075
505011076,Iluka - Burns Beach,5.8,1871.50,505011076
505011077,Joondalup - Edgewater,15.6,982.40,505011077
505011078,Kingsley,7.9,1758.60,505011078
505011079,Mullaloo - Kallaroo,5.9,2162.00,505011079
505011080,Ocean Reef,5.3,1669.50,505011080
505011081,Padbury,6,1577.40,505011081
505011082,Sorrento - Marmion,4.6,2391.90,505011082
505011083,Woodvale,7.2,1423.00,505011083
505021084,Balcatta - Hamersley,10.4,1703.50,505021084
505021085,Balga - Mirrabooka,9.4,2467.70,505021085
505021087,Herdsman,3.1,0.00,505021087
505021088,Innaloo - Doubleview,5.6,3635.60,505021088
505021089,Karrinyup - Gwelup - Carine,14.1,1730.10,505021089
505021090,Nollamara - Westminster,6,3712.30,505021090
505021091,Osborne Park Industrial,3.4,80.70,505021091
505021092,Scarborough,5,4033.50,505021092
505021093,Stirling - Osborne Park,6.5,2463.80,505021093
505021094,Trigg - North Beach - Watermans Bay,5.8,1517.30,505021094
505021095,Tuart Hill - Joondanna,3.6,3939.20,505021095
505021096,Wembley Downs - Churchlands - Woodlands,8,2051.90,505021096
505021097,Yokine - Coolbinia - Menora,6.9,2712.30,505021097
505021301,Dianella - North,6.5,1961.00,505021301
505021302,Dianella - South,5,2896.90,505021302
505031098,Alexander Heights - Koondoola,6.7,1830.70,505031098
505031099,Butler - Merriwa - Ridgewood,10,2555.10,505031099
505031100,Carramar,30,715.00,505031100
505031101,Clarkson,10.8,1439.30,505031101
505031102,Girrawheen,4.1,2456.70,505031102
505031104,Marangaroo,4.8,2268.60,505031104
505031105,Mindarie - Quinns Rocks - Jindalee,12.7,1877.10,505031105
505031106,Neerabup National Park,17.4,0.20,505031106
505031107,Tapping - Ashby - Sinagra,47.8,311.10,505031107
505031255,Alkimos - Eglinton,32.7,607.90,505031255
505031256,Carabooda - Pinjar,371.1,2.10,505031256
505031257,Two Rocks,55.1,86.00,505031257
505031258,Yanchep,19,706.30,505031258
505031303,Hocking - Pearsall,26.2,558.40,505031303
505031304,Landsdale,7.2,2420.00,505031304
505031305,Madeley - Darch,13.1,1162.60,505031305
505031306,Wanneroo - Sinagra,15.5,1040.60,505031306
506011110,Armadale - Wungong - Brookdale,25.4,1089.70,506011110
506011111,Ashendon - Lesley,326.3,0.00,506011111
506011112,Camillo - Champion Lakes,8.1,819.80,506011112
506011114,Kelmscott,15,744.00,506011114
506011115,Mount Nasura - Mount Richon - Bedfordale,61.1,146.00,506011115
506011116,Roleystone,74.8,103.00,506011116
506011117,Seville Grove,4.6,2786.70,506011117
506011307,Harrisdale,5.8,2388.30,506011307
506011308,Piara Waters - Forrestdale,38.4,534.70,506011308
506021118,Belmont - Ascot - Redcliffe,10.9,1537.70,506021118
506021119,East Victoria Park - Carlisle,6.3,3119.30,506021119
506021120,Kewdale Commercial,4.9,0.00,506021120
506021121,Perth Airport,20.3,1.10,506021121
506021123,Victoria Park - Lathlain - Burswood,7.6,2412.90,506021123
506021309,Cloverdale,4,2501.80,506021309
506021310,Kewdale,2.9,2819.00,506021310
506021311,Rivervale,3.3,3736.00,506021311
506031124,Bentley - Wilson - St James,11.1,2143.20,506031124
506031125,Canning Vale - West,8.7,1225.50,506031125
506031126,Canning Vale Commercial,6.7,0.70,506031126
506031127,Cannington - Queens Park,9.5,2541.60,506031127
506031128,Parkwood - Ferndale - Lynwood,8.6,1750.00,506031128
506031129,Riverton - Shelley - Rossmoyne,6.4,2453.30,506031129
506031130,Welshpool,8.3,1.80,506031130
506031131,Willetton,8.7,2422.40,506031131
506041132,Beckenham - Kenwick - Langford,19,1202.80,506041132
506041133,Canning Vale - East,9.9,2705.10,506041133
506041134,Gosnells,15.5,1512.70,506041134
506041135,Huntingdale - Southern River,18,1405.30,506041135
506041136,Maddington - Orange Grove - Martin,53.3,321.50,506041136
506041137,Thornlie,11.6,2216.90,506041137
506051138,Forrestfield - Wattle Grove,26.9,828.50,506051138
506051139,High Wycombe,8.7,1502.90,506051139
506051140,Kalamunda - Maida Vale - Gooseberry Hill,28.1,574.90,506051140
506051141,Lesmurdie - Bickley - Carmel,220.1,55.90,506051141
506061142,Byford,29.4,869.00,506061142
506061143,Mundijong,286.7,28.10,506061143
506061144,Serpentine - Jarrahdale,588.6,8.60,506061144
506071145,Como,6.4,2494.90,506071145
506071146,Manning - Waterford,6.2,2108.70,506071146
506071147,South Perth - Kensington,7.8,2452.80,506071147
507011148,Banjup,29.7,868.60,507011148
507011150,Bibra Industrial,6.5,3.20,507011150
507011151,Bibra Lake,4.2,0.00,507011151
507011152,Coogee,10.4,1043.30,507011152
507011153,Coolbellup,4.5,2081.50,507011153
507011154,Hamilton Hill,6.6,1916.60,507011154
507011155,Henderson,8.7,1.00,507011155
507011158,North Coogee,2.8,1710.20,507011158
507011159,South Lake - Cockburn Central,8.9,1447.60,507011159
507011160,Spearwood,6.5,1931.50,507011160
507011161,Success - Hammond Park,8.9,2337.40,507011161
507011163,Yangebup,6,1366.00,507011163
507011259,Beeliar - Wattleup,28.7,423.20,507011259
507011260,Jandakot,15.7,167.90,507011260
507021164,East Fremantle,3.1,2664.10,507021164
507021165,Fremantle,29.5,663.00,507021165
507021166,Fremantle - South,7.3,2316.60,507021166
507021167,O`Connor (WA),1.7,4.20,507021167
507031169,Wellard (West) - Bertram,12.4,1775.00,507031169
507031170,Calista,15.1,514.70,507031170
507031172,Hope Valley - Postans,24.8,3.20,507031172
507031173,Kwinana Industrial,16.7,1.50,507031173
507031174,Parmelia - Orelia,7.8,1571.10,507031174
507031261,Casuarina - Wandi,43.1,287.30,507031261
507041175,Applecross - Ardross,5.4,2367.60,507041175
507041176,Bateman,2,2115.40,507041176
507041177,Bicton - Palmyra,6.3,2551.70,507041177
507041178,Booragoon,6.8,2540.50,507041178
507041179,Bull Creek,4.2,2078.10,507041179
507041180,Leeming,6.7,1727.20,507041180
507041181,Melville,7.9,2408.20,507041181
507041182,Murdoch - Kardinya,8.6,1624.60,507041182
507041183,Willagee,2.1,2908.50,507041183
507041184,Winthrop,3.5,1875.90,507041184
507051186,Cooloongup,5,1815.60,507051186
507051187,Port Kennedy,21.2,679.80,507051187
507051188,Rockingham,35.7,516.90,507051188
507051189,Rockingham Lakes,21,0.10,507051189
507051190,Safety Bay - Shoalwater,7.2,1825.60,507051190
507051191,Singleton - Golden Bay - Secret Harbour,14.6,1748.10,507051191
507051192,Waikiki,5.8,2336.50,507051192
507051193,Warnbro,5.6,2060.00,507051193
507051312,Baldivis - North,57.3,273.40,507051312
507051313,Baldivis - South,30,1008.30,507051313
507051314,Karnup,54.2,46.50,507051314
509011225,Albany,30.7,515.40,509011225
509011226,Albany Surrounds,4009.1,1.00,509011226
509011227,Bayonet Head - Lower King,24.9,225.40,509011227
509011228,Denmark,1859.8,3.60,509011228
509011229,Gnowangerup,15012.8,0.20,509011229
509011230,Katanning,2647,1.80,509011230
509011231,Kojonup,8554.5,0.50,509011231
509011232,Little Grove - Elleker,142.7,27.30,509011232
509011233,McKail - Willyung,101.2,121.20,509011233
509011234,Plantagenet,4383.9,1.30,509011234
509011235,Stirling Range National Park,1121.6,0.00,509011235
509021236,Chittering,1219.9,5.50,509021236
509021237,Cunderdin,6896.5,0.60,509021237
509021238,Dowerin,11490.4,0.30,509021238
509021239,Gingin - Dandaragan,9919.9,1.00,509021239
509021240,Merredin,9827.5,0.50,509021240
509021241,Moora,13538.4,0.30,509021241
509021242,Mukinbudin,50177,0.10,509021242
509021243,Northam,1431.2,8.70,509021243
509021244,Toodyay,1691.6,3.00,509021244
509021245,York - Beverley,4502.1,1.20,509021245
509031246,Brookton,7480.9,0.50,509031246
509031247,Kulin,28626.2,0.20,509031247
509031248,Murray,2746.4,0.90,509031248
509031249,Narrogin,509.3,9.00,509031249
509031250,Wagin,9400.1,0.50,509031250
510011262,Broome,50,324.50,510011262
510011263,Derby - West Kimberley,110798.9,0.10,510011263
510011264,Halls Creek,135345.3,0.00,510011264
510011265,Kununurra,117707.3,0.10,510011265
510011266,Roebuck,55343.5,0.00,510011266
510021267,East Pilbara,390578.5,0.00,510021267
510021268,Newman,17.1,268.70,510021268
510021269,Port Hedland,94.2,46.20,510021269
510021270,South Hedland,22.3,568.60,510021270
510031271,Ashburton (WA),100827,0.10,510031271
510031272,Karratha,134.2,142.00,510031272
510031273,Roebourne,15104.9,0.40,510031273
511011274,Esperance,479.9,26.10,511011274
511011275,Esperance Surrounds,55180.8,0.10,511011275
511021276,Carnarvon,78.3,67.10,511021276
511021277,Exmouth,134986.4,0.00,511021277
511031278,Boulder,13.1,588.70,511031278
511031279,Kalgoorlie,23.5,578.70,511031279
511031280,Kalgoorlie - North,31.1,303.10,511031280
511031281,Kalgoorlie Airport,7.4,0.00,511031281
511031282,Kambalda - Coolgardie - Norseman,218581.6,0.00,511031282
511031283,Leinster - Leonora,495840.4,0.00,511031283
511031284,Trafalgar (WA),27.6,0.00,511031284
511041285,Geraldton,21.9,563.80,511041285
511041286,Geraldton - East,81,104.80,511041286
511041287,Geraldton - North,143,67.40,511041287
511041288,Geraldton - South,26.3,421.40,511041288
511041289,Irwin,2369.3,1.60,511041289
511041290,Meekatharra,414527,0.00,511041290
511041291,Morawa,23464.3,0.20,511041291
511041292,Northampton - Mullewa - Greenough,26161.9,0.20,511041292
601011001,Bridgewater - Gagebrook,55.7,155.50,601011001
601011002,Brighton - Pontville,88.8,78.40,601011002
601011003,Old Beach - Otago,31.6,166.00,601011003
601021004,Bellerive - Rosny,4.7,1398.80,601021004
601021005,Cambridge,101.7,87.00,601021005
601021006,Geilston Bay - Risdon,8.7,416.10,601021006
601021007,Howrah - Tranmere,9.4,1281.70,601021007
601021008,Lindisfarne - Rose Bay,8,983.70,601021008
601021009,Mornington - Warrane,8.2,621.10,601021009
601021010,Risdon Vale,35.5,106.40,601021010
601021011,Rokeby,15.4,583.80,601021011
601021012,South Arm,74.3,62.70,601021012
601031013,Austins Ferry - Granton,27.4,169.80,601031013
601031014,Berriedale - Chigwell,34,173.30,601031014
601031015,Claremont (Tas.),17.9,480.60,601031015
601031016,Derwent Park - Lutana,4.9,941.60,601031016
601031017,Glenorchy,10.5,1179.90,601031017
601031018,Montrose - Rosetta,5.7,871.50,601031018
601031019,Moonah,2.8,2013.60,601031019
601031020,New Norfolk,63.3,120.90,601031020
601031021,West Moonah,1.8,2389.90,601031021
601041022,Kingston - Huntingfield,61.8,231.30,601041022
601041023,Kingston Beach - Blackmans Bay,22.3,509.80,601041023
601041024,Margate - Snug,146.2,59.70,601041024
601041025,Mount Wellington,90.2,0.00,601041025
601041026,Taroona - Bonnet Hill,8,449.10,601041026
601051027,Hobart,6.6,1406.00,601051027
